Κωδικός;Όνομα;ΑΦΜ;Υπόλοιπο;Χώρα;Καθεστώς Φ.Π.Α.;Λογ. Κατηγορία;Όνομα - Επάγγελμα;Χρέωση;Πίστωση;Τζίρος
ΠΕΛΑ-00000289;Küchenliebe;183450642;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000290;SARL STYLITE;01925295768;-88,08;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;827,80;915,88;0,00
ΠΕΛΑ-00000291;Buchstäbchen;253384512;308,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;308,00;0,00;308,00
ΠΕΛΑ-00000292;Something New Store;001813657B29;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;663,25;663,25;554,79
ΠΕΛΑ-00000293;Maison Nayeli;999999999;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000294;Consult Packaging Ltd;381207120;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;359,60;359,60;249,60
ΠΕΛΑ-00000295;Wyld;323859530;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;420,63;420,63;384,91
ΠΕΛΑ-00000296;Slow Goods GmbH;115199218;600,55;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;600,55;0,00;513,60
ΠΕΛΑ-00000297;Retail Customer SL;000000000;0,00;Slovakia;OSS Slovakia;Πελάτες λιανικής OSS;;612,30;612,30;547,97
ΠΕΛΑ-00000298;Retail Customer BG - &OPEN;;0,00;Bulgaria;OSS Bulgaria;Πελάτες λιανικής OSS;;0,00;0,00;0,00
ΠΕΛΑ-00000299;Grapes Concept Store;225813385;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000300;Studio Edition;359148309;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;221,60;221,60;201,60
ΠΕΛΑ-00000301;LYSANDER UG;329098154;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000303;De Kramerin;178148675;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000304;Jane & the Jam GmbH;366804514;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000306;ΦΟΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΥ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ;801183198;0,00;Ελλάδα;Ειδικό Καθεστώς;Πελάτες εσωτερικού;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000310;Retail Customer CZ;000000000;0,00;Czech Republic;OSS Czech Republic;Πελάτες λιανικής OSS;;0,00;0,00;0,00
ΠΕΛΑ-00000311;ECLECTICIST;22821027;0,00;Malta;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000314;Herzensglück;278824237;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000315;Königliche Gartenakademie GmbH & Co.;250220108;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.059,30;1.059,30;978,54
ΠΕΛΑ-00000316;ATELIER 159;67511746281;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000317;Un Vingtieme;70808683361;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000318;Oiss & co.;304382379;426,20;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;426,20;0,00;426,20
ΠΕΛΑ-00000319;MetaDesign;105566580;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΓΡΑΦΙΣΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ;0,00;0,00;0,00
ΠΕΛΑ-00000320;Retail Customer SI;000000000;0,00;Slovenia;OSS Slovenia;Πελάτες λιανικής OSS;;66,50;66,50;60,73
ΠΕΛΑ-00000323;Concept Store Le 805;FR40802115287;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000324;Clou Hamburg Concept Store;815900796;37,89;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;296,82;258,93;265,80
ΠΕΛΑ-00000325;AMALUMI;62930851431;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000326;märz | manufaktur;296709092;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000327;LES FLEURS;46509199345;49,50;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;792,63;743,13;722,27
ΠΕΛΑ-00000328;Biermann Averbeck GbR;298602831;276,80;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;276,80;0,00;256,80
ΠΕΛΑ-00000329;Jane & the Jam;366804514;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000330;SMAK by Stylingqueen;141089021;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;1.370,96;1.370,96;588,48
ΠΕΛΑ-00000331;Maya Brenner;356762940;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000332;Amos Rex;21374802;0,00;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000334;Beau Oui;15910281757;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000335;Standard cafe;48931988331;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000336;SYMBEEOSIS ΕΥ ΖΗΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ;998283993;986,49;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΕΜΠΟΡΙΟ;986,49;0,00;873,00
ΠΕΛΑ-00000338;D’12 Gourmet;000000000;0,00;Spain;OSS Spain;Πελάτες λιανικής OSS;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000339;Urban Lodge;39441376878;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000340;Razzia;60832715916;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000341;Bouiboui Shop;B10709731;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;302,20;302,20;268,20
ΠΕΛΑ-00000342;Rosa Eck – Concept Store & Creative Space;366973180;28,76;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;2.046,55;2.017,79;1.716,21
ΠΕΛΑ-00000343;La Ferme;70341936433;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000344;Matilda Prague;19983107;0,00;Czech Republic;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000346;Retail Customer BG;000000000;0,00;Bulgaria;OSS Bulgaria;Πελάτες λιανικής OSS;;0,00;0,00;0,00
ΠΕΛΑ-00000347;Abaton;243442567;0,00;Germany;Ενδοκοινοτικό;Πελάτες εσωτερικού;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000350;Rice Creative JSC;000000000;0,00;Vietnam;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΓΡΑΦΙΣΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ;0,00;0,00;0,00
ΠΕΛΑ-00000353;Chloé Humblet;44243652;0,00;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΣΥΜΒΟΥΛΩΝ ΣΕ ΘΕΜΑΤΑ ΜΑΡΚΕΤΙΓΚ;0,00;0,00;0,00
ΠΕΛΑ-00000354;M&V Schmiderer GmbH;U71464989;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΣΤΙΑΤΟΡΙΟ;257,33;257,33;0,00
ΠΕΛΑ-00000358;KINDERKRAM - Family Concept Store;349393394;-8,85;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;1.137,15;1.146,00;0,00
ΠΕΛΑ-00000360;Helge's Cheese, Delicacies & Catering;25928229;0,00;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;4.491,17;4.491,17;3.210,00
ΠΕΛΑ-00000363;GSCHNITTN & KAMPELT;328420715;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000364;THINGS WE LOVE;328420715;201,60;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;850,80;649,20;201,60
ΠΕΛΑ-00000365;Z.K FOOD LTD;60054053U;-392,25;Cyprus;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;3.653,90;4.046,15;3.588,90
ΠΕΛΑ-00000367;Het Smaakhuis;866954831B01;-79,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;79,00;0,00
ΠΕΛΑ-00000370;Bowden Stores;250505832;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000371;Dinny Claeys;0867166637;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000373;DHL EXPRESS ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΤΑΧΥΜΕΤΑΦΟΡΩΝ;094450902;179,83;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Διεθνείς Ταχυμεταφορές;636,28;456,45;0,00
ΠΕΛΑ-00000374;g-works, grafikdesign steffens;228581166;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΓΡΑΦΙΣΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ;135,00;135,00;135,00
ΠΕΛΑ-00000375;Dock‘s Concept Store;335371137;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;439,20;439,20;0,00
ΠΕΛΑ-00000377;bobbi-Family Store;339530230;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;260,28;260,28;0,00
ΠΕΛΑ-00000378;Oschätzchen GmbH & Co. KG;813685769;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;64,47;64,47;0,00
ΠΕΛΑ-00000381;Les petits bandits;96940038086;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000383;Thorsten Arendt Fotografie;232583184;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;Φωτογραφικές Υπηρεσίες;0,00;0,00;0,00
ΠΕΛΑ-00000385;Cherie Cherie;0553690450;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000386;K.T CONCEPT STORE O.E;802765393;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Λιανικο εμπόριο;2.310,66;2.310,66;2.037,15
ΠΕΛΑ-00000388;Mouflette;83842021651;28,71;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ ΤΡΟΦΙΜΩΝ & ΠΟΤΩΝ;2.274,33;2.245,62;2.083,62
ΠΕΛΑ-00000390;ARTEUM SERVICES;93808799704;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;944,00;944,00;0,00
ΠΕΛΑ-00000391;Kandre`s Restaurant;224596357;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000393;Ludwig Beck AG;129405159;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000397;VETROELITE PACKAGING S.R.L.;04471130726;0,00;Italy;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000398;Hoptimist by mike;1001059695;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000399;Pink Stories e. K.;306116201;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000400;ΜΕΧΜΕΤ ΤΣΕΛΕΠΗΣ;103449358;0,00;Ελλάδα;Ειδικό Καθεστώς;Πελάτες εσωτερικού;ΕΜΠΟΡΙΟ ΤΟΥΡΙΣΤΙΚΩΝ ΕΙΔΩΝ;725,44;725,44;0,00
ΠΕΛΑ-00000405;BLUDD;004726193B97;-43,74;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;678,00;721,74;265,80
ΠΕΛΑ-00000409;Beyond Borders;DK45153126;0,00;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΣΥΜΒΟΥΛΩΝ ΣΕ ΘΕΜΑΤΑ ΜΑΡΚΕΤΙΓΚ;0,00;0,00;0,00
ΠΕΛΑ-00000411;Oryza 2023 SL;B56529431;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΣΤΙΑΤΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000419;FORTUNA;363000020;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;166,40;166,40;0,00
ΠΕΛΑ-00000423;Ν ΓΕΩΡΓΟΠΟΥΛΟΥ Μ ΠΑΠΑΙΩΑΝΝΟΥ ΚΑΙ ΣΙΑ Ο Ε;800903805;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;98,60;98,60;79,64
ΠΕΛΑ-00000426;ΓΡΑΦΕΙΟ ΠΡΟΣΕΛΚΥΣΗΣ ΣΥΝΕΔΡΙΩΝ ΚΑΙ ΕΠΙΣΚΕΠΤΩΝ ΜΗΤΡΟΠΟΛΙΤΙΚΗΣ ΠΕΡΙΟΧΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ;997201379;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;0,00;0,00;0,00
ΠΕΛΑ-00000430;OOOKS GmbH;354602301;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000436;HOTEL DON CARLOS MARBELLA OPCO;B63656797;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;0,00;0,00;0,00
ΠΕΛΑ-00000441;Papeterie zum Schiff AG;105973028;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000442;Horeca Import DHB Oy;27483524;0,00;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000443;diallo the store;112942470;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;980,85;980,85;0,00
ΠΕΛΑ-00000446;Retail Customer CH;000000000;0,00;Switzerland;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;786,88;786,88;581,06
ΠΕΛΑ-00000456;Guy Dittrich;343739048;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΣΥΜΒΟΥΛΩΝ ΣΕ ΘΕΜΑΤΑ ΜΑΡΚΕΤΙΓΚ;0,00;0,00;0,00
ΠΕΛΑ-00000458;ΤΡΑΠΕΖΑ ΕΘΝΙΚΗ ΤΗΣ ΕΛΛΑΔΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ;094014201;-2,32;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Υπηρεσίες τραπεζών;16,58;18,90;0,00
ΠΕΛΑ-00000461;Le Quotidien Store;05831045687;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;Εμπορία Υαλουργικών Προϊόντων;503,37;503,37;0,00
ΠΕΛΑ-00000462;Oopsy daisy;0673915616;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;2.047,20;2.047,20;890,40
ΠΕΛΑ-00000464;Up North BV;0702897632;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;886,80;886,80;886,80
ΠΕΛΑ-00000467;Maison Terel;91927737288;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;336,14;336,14;0,00
ΠΕΛΑ-00000468;NEXT GEN RETAIL SERVICES ΗΛΕΚΤΡΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΑΣΦΑΛΙΣΤΙΚΩΝ ΔΙΑΜΕΣΟΛΑΒΗΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑ;094077783;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Λιανικο εμπόριο;0,00;0,00;0,00
ΠΕΛΑ-00000469;Boutique Mooie;45932868508;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;725,90;725,90;0,00
ΠΕΛΑ-00000470;SARL PAPOTTE;87907940977;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000477;Griin Aubagne;33841904717;431,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;742,11;311,11;671,57
ΠΕΛΑ-00000478;Ototo GmbH;U80136657;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;14.102,97;14.102,97;7.966,02
ΠΕΛΑ-00000486;JOHN DORY TRAITEUR;29988671277;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000490;ALTER AUGUST;134 703983;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000493;RIXABERLIN;342631988;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000502;ROOMS Home Concepts - Concept & Design Store;323333117;426,83;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;1.968,77;1.541,94;1.763,95
ΠΕΛΑ-00000503;Happy Atelier;559154483701;0,00;Sweden;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;391,56;391,56;0,00
ΠΕΛΑ-00000504;Beckhoff Technik und Design GmbH;814538374;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;709,95;709,95;462,50
ΠΕΛΑ-00000505;ZHAZEN CONCEPT STORE;10821941689;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000510;BUERO PHILIPP HIESLMAIR;U75446705;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;279,60;279,60;0,00
ΠΕΛΑ-00000548;TOGETHERNESS GMBH;U79649249;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000640;ΚΑΝΑΚΑΡΑΚΗΣ ΜΑΤΘΑΙΟΣ ΑΝΤΩΝΙΟΣ;103814888;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;0,00;0,00;0,00
ΠΕΛΑ-00000738;ΑΜΒΡΟΣΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ;;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες λιανικής;;0,00;0,00;0,00
ΠΕΛΑ-00000771;ΛΕΒΕΝΤΗΣ ΜΙΧΑΗΛ ΙΩΑΝΝΗΣ;138993470;960,59;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;960,59;0,00;850,08
ΠΕΛΑ-00000786;DOMÉSTICA HOUSE GOODS;B39782164;112,50;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;450,00;337,50;450,00
ΠΕΛΑ-00000337;Mini CIRCLE;350648639;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000348;Minicatwalk;306886551;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000349;Die Blumenwerkstatt;252186696;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000351;LILLA MARI;336308628;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;170,02;170,02;0,00
ΠΕΛΑ-00000352;Das fein;367506039;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000355;Aitiuil;7056461N;301,80;Ireland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;301,80;0,00;301,80
ΠΕΛΑ-00000356;STUDIO LIV Reimers & Reimers GmbH;DE311931715;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000357;Jardins sur Pérolles;CHE217193374;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;849,71;849,71;0,00
ΠΕΛΑ-00000359;Buntesgraudesign;365255878;119,55;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.042,23;1.922,68;1.935,54
ΠΕΛΑ-00000361;Bitter & Zart GmbH Chocolaterie & feine Sachen;282954959;88,02;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.246,99;2.158,97;2.012,09
ΠΕΛΑ-00000362;vinent & miller lda;516130072;0,00;Portugal;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;1.891,67;1.891,67;1.587,27
ΠΕΛΑ-00000366;HYPPAIRS;70831899729;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000368;SUPER;B16973786;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000369;V. S. BEJARANO-GALLARDO;9429048284752;9,50;New Zealand;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ;9,50;0,00;0,00
ΠΕΛΑ-00000372;Fresh Market;39982323;0,00;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000376;Chilli Vanilli;306041379;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000554;SARL ADEODAT;;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000555;SARL URBAN LODGE;;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
